Magazine,Issue,Date,Type,Source,Quote,Purpose,Article Name
Dabiq,14,Apr-16,Islamist,Muslim Brotherhood,"The second General Guide Hasan al-Hudayb? said, Do you think that violent deeds will expel the English from our lands? The obligation upon the government today is to do what the Muslim Brotherhood does, to educate the nation and prepare it. This is the road to expel the English [AlHarakah as-Siy?siyyah f? Misr – T?riq al-Bishr?].",,The Murtadd Brotherhood
Dabiq,14,Apr-16,Islamist,Muslim Brotherhood,"Al-Hudayb? also said, My brothers, you heard me on more than one occasion speaking. I don’t speak about anything except peace, security, and stability. I speak against protests, destruction, and conflict [Al-Atibb?’ Magazine]",,The Murtadd Brotherhood
Dabiq,14,Apr-16,Islamist,Muslim Brotherhood,"Ma’m?n al-Hudayb? said, There does not exist any sensitivity nor hatred between the Muslim Brotherhood and President Hosni Mubarak, for he did not partake in suppressing and torturing the Ikhw?n in the past eras. There also does not exist any enmity between the Ikhw?n party and any other political parties and orientations [Al-Mujtama’ Magazine].",,The Murtadd Brotherhood
Dabiq,14,Apr-16,Islamist,Muslim Brotherhood,"Umar at-Tilims?n? also said, I partook in many stances in which the governments needed the aid of the Muslim Brotherhood … I was in constant contact with the security personnel of the Interior Ministry. I offered everything that will solidify security in Egypt. I would not make any minor or major figure of them come to me. I would suffice with their calling me on the phone to go to the ministry, except on occasions of sickness or holidays, in which they would visit me and thank me. From Allah’s grace upon me was that I never went to a college that was agitated for some reason except returning successfully. My efforts were thanked by the authorities in the Interior Ministry [Dhikr?y?t l? Mudhakkir?t].",,The Murtadd Brotherhood
Dabiq,14,Apr-16,Islamist,Muslim Brotherhood,"The fourth General Guide Abun-Nasr said, We offer our hand to all the activists who ascribe themselves to the Islamic movement in the realm of da’wah, except those who pronounce takf?r upon the ruler or any other human. This is because we are against takf?r in general [An-N?r Magazine].",,The Murtadd Brotherhood
Dabiq,14,Apr-16,Islamist,Muslim Brotherhood,"The third General Guide Umar at-Tilims?n? said, There is a clear difference between secularism and atheism. Secularism is not against the religion. It gives the religious person the right to express himself. As for atheism, then it is a personal stance that leads to unjustly pursuing religious people. I was a colleague of Mister Sir?j ad-D?n, the president of [the secularist] Wafd party in the College of Law. He is a righteous person who prays and fasts. Also, al-Wafd party never harmed the Ikhw?n [Al-Mustaqbal Journal].",,The Murtadd Brotherhood
Dabiq,11,Aug-17,Classical Scholar,"Muhammad ibn Abdul Wahhab, ""Nawaqid al-Islam""","Im?m Muhammad Ibn Abdil- Wahh?b ? said that from the nullifiers of Islam was backing and aiding the mushrik?n against the Muslims. The proof is the statement of Allah ?, {O you who have believed, do not take the Jews and the Christians as allies. They are allies of one another. And whoever is an ally to them among you – then indeed, he is one of them. Indeed, Allah guides not the wrongdoing people} [Al-M?’idah: 51] [Naw?qid al-Isl?m].",,The Allies of al-Qaidah in Sham: Part Four
Dabiq,13,Dec-15,Classical Scholar,"Ash-Shawkani, ""Naylul-Awtar""",Ibnul-Mundhir ? (died 319AH) also said that both M?lik and ash-Sh?fi’? considered it permissible for the mourning widow to wear black because it is not an adornment and it is the clothing of grief,,Advice on Ihdad
Dabiq,12,Nov-15,Salaf,Qatadah,"Qat?dah r (died 118AH) said, Spreading good news of a blessing is part of showing thanks for it.",,And as for the Blessing of Your Lord Then Mention It [Ad-Duha:11]
Rumiyah,2,Oct-16,Salaf,Qatadah,"Qatadah ? (d. 118AH) said, Allah promised that He will give those who ask Him and increase for those who show Him gratitude. Allah is a giver who loves those who show gratitude, so be grateful to Allah for His blessing.",,The Religion of Islam
Rumiyah,2,Oct-16,Salaf,Qatadah,"Qatadah ? (d. 118AH) said, Spreading good news of a blessing is part of being grateful for it.",,The Religion of Islam
Rumiyah,4,Dec-16,Salaf,Qatadah,"Qatadah said, It is al-Muthirah (the Revealer), because it revealed the scandals of the munafiqin.",,A Treatise on Hypocrisy And the Hypocrites
Rumiyah,5,Jan-17,Tafsir,Ibn Kathir,"Ibn Kathir said, He achieved respect in the hearts of his subjects like no other king was able to achieve. If he went out to fight an enemy, 500,000 fighters obedient to him would ride out along with him. Aside from this, he would also apply the hudud, safeguard the sanctities of Islam, protect the religion, and deal with people based upon the Shari’ah, while having a sound creed and faith, and being loyal to the Abbasi state.",,Leaders of the Murabit Emirate
Rumiyah,5,Jan-17,Qur'an,Maryam 4-6,"My Lord, indeed my bones have grown weak, the hair on my head has turned white, and I have never been disappointed, my Lord, when I have called upon You. And I fear for those relatives after me, and my wife is barren, so grant for me, from Your bounty, a successor to inherit from me and from the family of Ya’qub – and make him, my Lord, pleasant [to You and Your slaves] (Maryam 4-6)",,I Will Outnumber the Other Nations Through You
Rumiyah,5,Jan-17,Qur'an,al-Imran 38,"My Lord, grant to me, from Your bounty, upright offspring. Indeed, You do hear supplication (Al Imran 38).",,I Will Outnumber the Other Nations Through You
Rumiyah,5,Jan-17,Qur'an,al-Anbiya 89,"My Lord, do not leave me alone [without a successor], and You are the best of inheritors (Al-Anbiya 89).",,I Will Outnumber the Other Nations Through You
Rumiyah,5,Jan-17,Qur'an,al-Baqarah 223,They were only called a place for sowing seeds (Al-Baqarah 223),,I Will Outnumber the Other Nations Through You
Rumiyah,5,Jan-17,Hadith,Abu Dawud,"The Prophet ? ordered to increase the Muslims’ numbers, as Ma’qil Ibn Yasar said, A man came to the Prophet ? and said, I have found a woman who is both noble in lineage and beautiful, but she is barren. Should I marry her?’ He said, No.’ A second man came to him [with the same question], so he forbade him. Then a third man came to him, so he said, Marry the affectionate woman who is fertile, for I will outnumber the [other] nations through you’",,I Will Outnumber the Other Nations Through You
Rumiyah,5,Jan-17,Hadith,"Bukhari, Muslim","Likewise, the Prophet ? supplicated for Anas Ibn Malik ? to have many children and to be blessed with them, saying, O Allah, increase his wealth and children, and bless him through what You have given him",,I Will Outnumber the Other Nations Through You
Rumiyah,5,Jan-17,Hadith,Ahmad,"Anas later said, My daughter told me that more than 120 of my progeny were buried, and I am the wealthiest of the Ansar",,I Will Outnumber the Other Nations Through You
Dabiq,13,Dec-15,Jihadist,Abu Umar al-Baghdadi,"Am?rul-Mu’min?n Ab? Umar al-Husayn? al-Baghd?d? ? said, The R?fidah are a party of shirk and apostasy",,The Rafidah from Ibn Saba to the Dajjal
Rumiyah,5,Jan-17,Hadith,Sahih Muslim,"Allah’s Messenger ? said, When a person dies, his deeds shall cease except for three: a continuous charity, beneficial knowledge, or a righteous child who supplicates for him",,I Will Outnumber the Other Nations Through You
Rumiyah,5,Jan-17,Hadith,Ahmad,"He ? also said, Indeed, Allah ? will raise the righteous slave’s rank in Jannah, so he will say, My Lord, what have I done to receive this?’ He will say, It is due to your child asking forgiveness for you’",,I Will Outnumber the Other Nations Through You
Rumiyah,5,Jan-17,Hadith,Sahih Bukhari,"In his sahih, al-Bukhari titled a chapter as Chapter: He Who Produces Children for Jihad, and then reported from Abu Hurayrah ? that Allah’s Messenger ? said, Sulayman Ibn Dawud ? said, Tonight, I will visit one-hundred women – or ninety-nine – and each of them will produce a knight who will wage jihad for Allah’s cause.’ His companion said to him, Inshaallah.’ But he did not say, Inshaallah.’ So none of them became pregnant except one woman, who gave birth to half a child. By Him in whose hand is my soul, if he had said, Inshaallah,’ they would have all been knights waging jihad for Allah’s cause.",,I Will Outnumber the Other Nations Through You
Rumiyah,5,Jan-17,Qur'an,at-Tawbah 120,"If the Muslimah knew how much support for the religion and aggravation for the kuffar is found therein, she would change her former attitude forever, in order to be from those who do not take a step that aggravates the kuffar or do anything that harms an enemy, except that a righteous deed is written for them (At-Tawbah 120)",,I Will Outnumber the Other Nations Through You
Rumiyah,5,Jan-17,Hadith,al-Bayhaqi,"The Muslimah should reflect over the saying of Umar ?, By Allah, I force myself to have intercourse, hoping that Allah will bring forth from my loins someone who will praise Allah",,I Will Outnumber the Other Nations Through You
Rumiyah,5,Jan-17,Hadith,Sahih Bukhari,"Indeed, Aishah ? said, The Prophet ? married me when I was 6 years old. Then, we came to Madinah and stayed with Bani al-Harith Ibn Khazraj. I became ill and my hair started to fall out. When it grew to about shoulder length, my mother Umm Ruman came to me while I was playing with some of my friends on a swing. She called out to me, so I came to her, not knowing what she wanted with me. She then took my hand until she stopped me at the door of the house. I was breathing heavily until my breathing settled a bit. She then took some water and wiped my face and head with it. Then, she brought me into the house, where women from the Ansar were gathered, and they said, For wellness and blessing and good!’ So she gave me to them and they fixed me up. I was not startled by any of this until Allah’s Messenger ? came at midmorning. She then gave me to him, and I was – on that day – 9 years old",,I Will Outnumber the Other Nations Through You
Rumiyah,5,Jan-17,Qur'an,al-Fath 29,"Once the Muslim sister knows this, she will cast anything contrary to it aside, devote herself to increasing the Ummah in lions and preparing them, making a den for them out of her house, wherein she nourishes them with tawhid and wala and bara, until she opens the den’s door for them, after their hearts have become severe against the disbelievers and merciful to one another (Al-Fath 29),",,I Will Outnumber the Other Nations Through You
Rumiyah,5,Jan-17,Qur'an,al-Ma'ida 54,"""humble to the believers, mighty against the disbelievers, waging jihad for Allah’s cause and not fearing the blame of any blamer (Al-Maidah 54)",,I Will Outnumber the Other Nations Through You
Rumiyah,5,Jan-17,Hadith,"Ahmad, ad-Darimi","Allah's Messenger was asked, ""Which of the two cities will be conquered first? Constantinople or Rumiyah?"" He replied, ""The city of Heraclius will be conquered first,"" meaning Constantinople.",,Conclusion
Rumiyah,6,Feb-17,Jihadist,Abu Hamzah al-Muhajir,"""O muwahhidin, rejoice, for by Allah, we will not rest from our jihad except beneath the olive trees of Rumiyah (Rome)",,Introduction Page
Rumiyah,6,Feb-17,Qur'an,al-Mai'da 51-56,"O you who have believed, do not take the Jews and the Christians as allies. They are [in fact] allies of one another. And whoever is an ally to them among you - then indeed, he is [one] of them. Indeed, Allah guides not the wrongdoing people. So you see those in whose hearts is disease hastening into [association with] them, saying, We fear that a calamity may strike us.’ But perhaps Allah will bring conquest or a decision from Him, and they will become, over what they have been concealing within themselves, regretful. And those who believe will say, Are these the ones who swore by Allah their strongest oaths that indeed they were with you?’ Their deeds have become worthless, and they have become losers. O you who have believed, whoever of you should revert from his religion - Allah will bring forth [in place of them] a people He will love and who will love Him [who are] humble toward the believers, powerful against the disbelievers; they strive in the cause of Allah and do not fear the blame of a critic. That is the favor of Allah; He bestows it upon whom He wills. And Allah is all-Encompassing and Knowing. Your ally is none but Allah and His Messenger and those who have believed - those who establish prayer and give zakah, and they bow [in worship]. And whoever is an ally of Allah and His Messenger and those who have believed - indeed, the party of Allah, they will be the ones who prevail (Al-Maidah 51-56).",,"They Say, ""We Fear That a Calamity May Strike Us"""
